,Review,Label
39125,a very good course!,2
106549,"excellent course! i enjoyed the lectures and writing assignments and it was a good introduction to constitutional law. i also took part 1 of this course. thanks to yale, coursera, and professor amar for making this available online.",2
104881,the amount of materials is more than course period. you may need to study a couple of other resources to understand the course.,1
18621,"the instructors rushed through the javascript part. unlike the previous sections, this section assumes that one knows java and its syntax beforehand.",0
82828,"the course tackles an interesting topic: why do we enjoy music?but there are two problems with this course:1) it fails to provide convincing evidence for its claims; the evidence is circumstantial and flimsy.2) the lecturer is, how shall i say this politely, monotonic. he lacks enthusiasm.my recommendation: if you are interested in the topic, take this course and make your own mind up. maybe it will convince you. if not, you will have learnt a bit about human perception a sound perception.",0
28294,i encourage this course because it has many exiting features and tasks.,2
18378,"the content was very useful, especially the lessons that focused on applying the scientific method to computer science. i liked the fact that most concepts were taught, and then reviewed again at the end of a video, solidifying what i learned. i did find the quality of the videos to be rather lacking. as someone who develops online courses for a living, i suggest using two cameras so that you can switch between two views when a cut is needed to prevent jumping or leaving mistakes in videos. the professors definitely seemed nervous, but i suppose that goes away with time. thank you for this awesome course!",2
99574,i was expecting an intro course for beginners... this was not it. i'd say this is more of a refresher course for intermediate/advanced users who are out of practice.,0
27174,"great insight into how everything works, what is important and how to code websites properly",2
18020,"interresting, but too easy to understand. not much details. very easy course, but you won't learn a lot.",0
62928,course could be better,1
101103,the whole course is nice and there were lot of new things to learn. i am not from an it background but still found it very useful. however the capstone was a bit of disappointment. i believe they should have included some teaching authority to check the capstone projects for my better understanding. the whole capstone is reviewed by peers which is great but as per certification i believe there should be some professional help too. i even tried to speak to someone over the phone but there was no number available. i ended up with chatting with some one on the help center but that was not very helpful either. the course content for operation analytics and people analytics were indeed very useful. thanks.,0
69686,nice one.. helped a beginners like me a lot.. i found confidence in myself. hats off! simply explained.. xiexie :),2
38255,"there was some really great information presented, but mixed in with tangential and unimportant sources (i don't care about the fashionable aspects of iot!!)",1
58217,the course is very interesting and useful. thank you prof. ng!,2
78131,"very good course,but i think that exams are are very easy.",2
64718,"the professor is very eloquent, interesting and has a remarkable virtue of keeping you in the loop of everything he's explaining, it almost seems effortless to engage in the topic of the video. i find the course extremely valuable, i'm learning a lot and am able to connect the dots like i have never been able in my current education.thanks professor!",2
85435,good basic knowledge on pm,2
62122,"really poor approach to grade this course. regardless of the effort put in on assignments, peer reviews are inconsistent, unguided and poor as a result, bringing down the final grade one is likely to obtain on a course. there is also a limited course support from the staff and no feedback in general for any of the issues raise. personally i would not recommend",0
44557,great course. really helpful!,2
42410,"though the content is great, it is kind of messy altogether! at the end prof. green strongly invites us to enroll for a degree in his field at the university of maryland and there wouldn't be any problem with that without the kind of messy feeling that the course leaves you with. when you put both together it awfully seems like the university tried to diversify its communication and that the only objective of the course is that you enroll in a degree. at the same time, the technical issues of some lectures give a relatively bad image of the university of maryland...too sad because again, the content in most videos is great... just reorganize it and put it together with more cohesion. among other peer reviews would be preferable to the current way of testing...",1
9944,"really liked the course and love the topic, however the algorithms section was very difficult and could use some more in depth explaining. without that, i would not quantify it as ""beginner"".",2
82718,on the positive side: the content was very interesting.on the negative side: the course was not particularly well structured. the last week was quite difficult to follow.,1
77280,"all of the review i've read were that the course was great, so maybe it is me that was the problem. however, as i would go through the written material, i would try to work the problems given as examples, and when they did not work, i was confused and wondered why the example given to teach us would not work. i asked for help a number of times, providing screen shots of the results i got trying to duplicate what the example was supposed to show, and page numbers of where the example was presented in the course materials. one former student basically said that i should not be trying to duplicate the examples, but just accept the concept they were trying to show. another did a good job of explaining one of my questions, but then all replies to my question ceased. i decide to drop out of the class and try teaching myself, as i have done on everything i have learned about computers since my 1st computer in 1983. i have been very impressed with other courses given by coursera members, but this one was not one of them. all of the other submissions praise the course, so maybe it is just me, but none of the other submissions mentioned any actual things the course had done - just that it was great.",1
40833,a very good course. useful and applicable to one and all.,2
48748,"excelente curso, muy actual, muy dinámico, muy bien explicado y adecuadamente ejemplificado. permite a quien lo toma sin saber nada del tema, aproximarse, y a quienes tienen algún conocimiento, les refresca y actualiza. muy recomendable.excellent course , very modern , very dynamic , very well explained and adequately exemplified . it enables those who take it without knowing anything about the subject, approach , and those who have some knowledge , refreshes and updates them . highly recommended .",2
101089,providing guidance to achieve project by own step by step by asking correct questions. it,2
31928,this course gives a simple but clear bone structure upon which to hang further study on the topic.,2
7882,"this course is immensely informative, as well as fun! i loved the way maya made things simple, with diagrams to accompany all of the the nutrition information. i hope she does more courses like these!",2
3815,if i am auditing this class why can't the quizzes be free also?what happened to free coursera?,0
88283,capstone provided an opportunity to make use of various concepts learnt during the specialization. the level of course coverage and difficulty level was moderate,2
61724,"the videos lag behind, and the readings the first one of the first week, the link was broken",0
6016,informative but not challenging enough.,0
24906,"if you have any experience with websites, this course is not for you: it is merely about the soft stuff. got a couple of nice links to color scheme generator et cetera, but did not deliver what i thought it promised.",0
42708,great course that should be mandatory for any coursera user,2
84771,nice course but be aware that this is at a very basic level!,1
77015,nice beginner course!,2
79105,great course.,2
34244,"not a fan of this course. reasons:1) the subject material is presented in a dry manner (too much talking and jargon) - i find it repetitive and boring. i have to play it at least 1.75x in order to get through the material and try and stay engaged but i still have a hard time paying attention. seriously, so boring!2) there is a high degree of subjectivity in grading essays (peer reviews)this course can benefit from:1) clearer introduction of concepts using pictures and animations, as well as cutting out the repetitiveness (and the assault of the jargonaut)2) a better approach to grading that places importance on concepts instead of key words (jargon)",0
83998,"well structured, easy to follow",2
84262,nice job ! however some of the important points have been skipped and focus has been limited at times.the best part of the course were the lab assignments.hope quizzes were better in standard.,1
24422,"excellent approach, robust presentation, demanding but rewarding quizzes, overall a valuable course.a slight drawback is of technical nature and is responsibility of the host platform: a couple of module videos contain wrong subtitles. nevertheless, both teacher speak clear english, and it wouldn't be hard for most participants to follow.",2
103795,"a good course for wetting your feet in the world of app development. i'll this course was enjoyable and i learned many practical skills. with that said though, for someone completely new to programming i could see this being tough, and there were a few times instructions were slightly vague. also with it being an outdated version of swift, switching to the latest version isn't seamless. all in all, i enjoyed the course for what it offered, and would suggest it to any programmer looking to pick up this new language.",2
83843,"very instructive while being kind of a challenge, despite my previous education as an engineer and previous knowledge in c, pascal, ada . i love the style dr. chuck gives his lessons and will strive to meet him personally.",2
36867,good content,0
93263,"overall a good crash course and introduction to r. its a lot to learn in 4 weeks and some of the assignments were challenging (which i liked). i think the course is worth taking but i do wish the material and assignments were packaged better - more aligned. just be prepared to spend a lot of time online reading, researching, and learning some concepts on your own. don't expect to learn everything from the lectures and materials to be successful in this course.",1
74055,"great course, best teacher!",2
65948,was very interesting! i learned a lot!! tks,2
72307,"great introductory course. the video delivers the material in a very basic manner, while the problems are much more challenging. however, by working through the problems and the quizzes, the material should become very familiar by the finals.",2
7337,a real pleasure to learn!,2
10902,too shallow. it's just common sense and a little of vocabulary.,1
65319,"it's a great idea, ruby on rails is a powerful framework and ruby is a beautiful language, five stars!",2
9940,"great course. i learned a lot. i came into it with only a little bit of background in python coding. i worked through the recommended code academy modules and attempted the course work early and often. i feel like my understanding of algorithms, molecular biology, and python coding have all improved in just 4 short weeks. i look forward to learning more python, algorithms, and molecular biology from uc san diego and others.",2
9041,"great professor, but a lot of formatting issues with the problems. to avoid considerable frustration, make sure you reference this page:https://www.coursera.org/learn/calculus1/discussions/forums/wcy9_8ayeesweiiac0wc5g/threads/cgojwv-jeewncxkxifxpfq",2
26816,simple and great course for all beginners in web development.,2
6843,"i've always been wondering how people make circuits work the way they want it to, and now it no longer puzzles me! thanks guys for your work on this great lecture!",2
105469,new format makes it impossible to watch off-line.,0
22100,it`s a great course!,2
57892,"thanks andrew ng,",1
19741,"course material providing out-dated concepts. argumentation throughout the course is shallow, many of the the current arguments are not mentioned - from both sides of the energy lobby (fossil & renewables).",0
12243,it is basic course with simple information,1
78771,"the assignments were not well supported by the lecture material, which were much to shallow. i guess an intro level course is going to be broad and shallow, but if you are going to have assignments that require implementation then that should be better supported by the material. and don't even get me started on the final...",0
19093,tom marley was fun. he is like a little kid in a candy store.,2
8591,easy to follow and full of basic knowledge.,2
22646,volume too low.... need more concrete examples.thank you for your effort though. i learned from the course.,1
92143,i can take courses but can't have an access to the project for free ?,2
81409,"very interesting course, especially the first half. the last week's material is really just common sense.i greatly enjoyed the reading material that was attached to some of the topics. for me it helps to the digest the information both by reading, and watching lectures.",2
22006,this is just because of the unclarity of the final assignment.,0
78499,very good course,2
38065,good introduction with practice.,2
40058,good course. i immediately recognised some of the situations that were discussed. the analysis about the effects of values vs demographic vs cultural differences in teams. are especially good.,2
36887,"course advertised incorrectly. this course is more on the electronics and embedded systems end of iot, as opposed to a high-level perspective.",0
80018,"thank you very much for all coursera has done for learners! this course has been an amazing experience so far, i'm looking forward to fishing the others steps!",2
15065,gets you all set up! essential if you're new to r,2
65155,great course ! nice explanations and really well focused,2
69147,it's rather a course on using api of proprietary software with very very basic background on the actual math underneath,0
8995,"nice , really need to say thanks like your job career",2
49295,very intuitive beginning korean course. the method of teaching was clear and detail. i just wish there would be more exercise for student to practice to get used to the korean alphabet/vocabulary. overall outstanding course.,2
57866,one of the best course to learn machine learning. assignments are just awesome.,2
62602,"this course included a ton of useful information, even for non-marketing business professionals who work with marketers. i also began to understand the waterfall release cycle my company uses more through this course.",2
63722,"as always, colleen is amazing and explains very well. i liked a lot the interviews she added on the 4th week, mainly the last one where the woman mentions the skills she looks for in a candidate. i know it is demanded from us to search for extra resources and getting our hands dirty to understand how things work out, but i was expecting a bit more about the edition of the bootstrap's css. it is not really clear for me how to check their css's and overwriting the properties we want.",2
103623,this course was way too basic. the instructor basically just gave us links to existing web content. very disappointed in the course. it felt like the instructor was lazy to develop a real curriculum.,0
53910,"thank you, andrew ng.",2
98452,"this is a good introduction to r but i do wonder if there could be a little more content, particularly in week 4.",2
41392,"this course is not suitable for beginners at all, everything basic is skipped. highly not recommended",0
101559,"i really loved taking this course. it forced me to sit down and write almost every day, and i really appreciate that. i've learned so much, and i love the fact that i can learn things from fellow students.",2
22474,a educational course with a lot of useful information. the interview with different kind of stakeholders also help the student to understand the ideology of the food & beverage management.,2
26967,"absolutely not apropriate for very beginners. lacks explanation of ""why"" through all the videos, simply giving you information to remember ""if you do this, this will happen"". such a structure of explanations doesn't give freedom in the future to do something different, as you don't get a general understanding of what you do.additionally, all course is tought in mac. some commands are different for windows, and they were not even mentioned in the videos! i did not sign up for this course to be forced to spend hours in google, trying to find how to do something, that supposed to be explained in the lesson.overall, the course absolutely lacks attention to windows users and is not appropriate for absolute beginners.",0
40534,"the material is very interesting. there a a huge number of quizzes over poorly explained (or not at all explained) models, which would still be an interesting challenge if the models themselves had better explanations. this has been the most frustrating coursera class i have taken, not because of the subject difficulty, but because of the lack of adequate resources for working with the models.",0
48631,"great class,would like even more information.",2
86156,very focused and instructor really made it easy to digestthank you very much,2
74825,a good course for understanding the basic syntax of python or for someone who wants to learn to program.,2
102442,professor wright was great! i loved this course.,2
100465,very helpful!,2
3171,not well designed and the professor hard to follow...,0
4490,"the method of the class is very useful, and teacher has a clear explanation and illustrated it very clearly. thank you very much!",2
5025,"the course is good but it could be improved. for example, i don't think the images on the background (even if they are stunning) are particularly important and i think they could be substituted by plots and schemes referring to the topics (all the presented schemes where helpful, but there would have been more things that would have been good to see visually).",0
98326,"some materials are useful but the teacher has no idea of teaching techniques and good presentation. very bad choice for the university of irvin, california to entrust such an interesting course to such an incompetent and feeble instructor. she is reading in a monotonous way and nothing more. her presentations have no meaning. she does not appear in the video lectures. she can not introduce animated elements. the materials she selected are sometimes and only somehow relevant. the most of the materials have only percentages, and small details on history. a course of poor quality.",0
29370,it seemed this course was a teaser to get people to enroll in/pay money to join the dogcognition program at duke. i realized this in week 2 and did not continue the course.,0
22820,"it could be more elaborated. in the 3rd week, there was more equations and hurry to complete the topic, i think. but all in all good. it gives you a brief idea of finance.",1
86294,the content drags and can be boring,1
29297,"the three stars are because the parts actually giving information had value and i learned some interesting things. the 2 stars were removed because of the truly obnoxious plugging of the prof's own book and research project. he goes on and on about how fantastic it is how we can all participate in scientific research, but if i am supplying data, why do i have to pay for that privilege!? if it were really about the research he would want my data whether i paid for it or not. the course felt mostly like one big plug to make money. to make this course worthwhile you have fast forward a lot through the sales raps, which includes a few lectures in their entirety. it's also much better at twice speed, but most classes are. :)",1
66866,"interesting, broad introduction to the field. most of the lectures are easy enough to follow as someone with a psychology background.",2
65021,"overall i was disappointed with this course. in the end i don't think it was any better than any of the free online tutorials out there. the instructor spoke so quickly in the videos he was nearly incomprehensible. the explanations were incomplete at best and most of the time amounted to nothing more than ""type this... now type this."". i'm well aware that the only way to learn programming is by doing it yourself, but if i pay for a course i expect an explanation of how things work under the hood. i was looking forward to taking the entire ruby on rails specialization, now i'm not so sure.",0
95936,"i really like the course however it was too short and generic, and writing a memo as a repetation of the course was not that exhilarating...i haven´t used the discussion forums too much however i was expecting more on building business models...probably it will be the subject of the next package but still 3 courses were too little as coverage....i really liked the alagories and interviews from real life experiences and thank you for the effort...",0
99766,it's ok. reading the top three books on time management would take less time and provide far more insight and inspiration.,0
6385,this was a wonderful course and it built a really strong foundations for my veterinary aspirations! it also set up a basis for some generalised learning which is indipensible and will prove useful over the next few years!,2
63984,lessons are very good but the assignments for the later weeks are way too hard for people with no math or programming experience.,0
106112,great course!,2
5866,"awesome course ,a must for any programmer.",2
89741,well thought out course. i learned a lot.some of the supplemental materials were extremely dense with professor-speak. i found my learning ground to a slow crawl from having to look up as many a 5 words in some sentences and i have a masters degree.in reading some of my peers essay submissions it seems that others may have had a similar difficulty with the material.,2
61294,"the course was really good. i've studied chinese in china for three years and i still learned so much from this course. i also got a lot of new vocabulary. things to improve: the conversations need to be louder, the teacher is sometimes standing in front of the words so they're hard to see, the grammar could use a little more explanation. overall, it's a good course. thanks to everyone who worked hard to make it happen!谢谢你们。",2
34917,"i think this course has a lot of value, but when i started these course i was unaware i would need a few hundred more dollars and did not budget for such things.",0
103076,"1 star for the course, the video's are longer than needed because the instructor could be telling his stories in a more structured way. there's too much self-promotion (or maybe that's normal in the us).1 star because the final assignment gives a lot of insight, although it's on the long side.",0
86302,"this course was not only enriching, but delighting. i genuinely mean when i say that it was a true delight. congratulations!",2
67626,"this course has great potential as it is an extraordinarily timely topic, domestically and globally. the accessible required reading assignments were thought provoking and topical. also, one of the required videos proved helpful, and a couple of the optional ted talks were ""must see's"" for anyone involved in the non-profit sector.it was problematic that there was so little direction with respect to how one might access the required reading materials that were not linked into the course syllabus. in fact, one of the links provided simply directed the learners to a youtube video, extolling the virtues of the book wherein the required chapter was located. another blatant colleague marketing technique occurred during the course of one of the required videos wherein the organizer interviewed an author about his book. (there was some helpful substantive information that came out of that interview, but for the most part, i felt as though i was watching an infomercial.) requests for help fell on deaf ears, except for those of co-learners.a small, but annoying, flaw was that the professors were simply reading text from their slides, for the video component of the course--with an additional word thrown in, on occasion, for good measure. it would have been less distracting just to have the slides to read.i wish this course had been designed and taught to the standards i have come to expect from coursera courses. it could have been one of the most valuable yet.",0
67607,"please rework in particular week 5, part 2",1
105664,"one of the best courses i attended here.high competence, good knowledge transfer and very interesting topics.",2
71103,martin is an excellent teacher. thanks for sharing your knowledge with us.,2
51956,fantastic course i have learned so much .great videos full of information and great instructors . this is my second course i have completed with coursera and i couldn't ask for a more supportive team .,2
106901,its intresting but often feels repetitive and more like advertising.,1
11960,practical and flexible powerful tool for building a research database,2
4214,"such lame quizes, i cannot pass them although i know this material in my sleep,because the english is so bad and has so many ambiguities; there are no single answers to a question, instead you need the check the correct answers, which are phrased in s misleading way, and one little mistake fails the whole question. so i try and try and try and never get all the correct checks for the specific questions. so i just fail and retry and fail and retry. this is so frustrating i consider i will unroll this course. same because i know all this material !!!!",0
37119,"the teacher was great, but i was behind a month just because nobody will grade assigment on week2.",1
93811,"the course had too much stuff crunched (and poorly explained) in too short a time period. that said, i got something out of it using a self-directed approach.",1
34159,very short not good it doesnt give anything about entrepreneurship,0
5566,"boring, didn't have strength to finish",0
18416,"i really enjoyed the first two weeks. when it came to javascript i couldn't follow, so much information was missing and lessons were not clear anymore. i understand that the goal was to teach the most in a short time but this was not the right approach.",0
3133,"should update to angular 2, or at least revise some exercises to include code for angular 1.6.. and keep track properly of when gulpfile should be updated!",1
65153,"very basic introduction. having said that i couldn't really recommend it to someone without any prior experience. most concepts were glanced over, for someone without prior experience the material would be too demanding but for people with experience (e.g. me) it was too easy (even though i had no ruby / rails experience).",1
69670,"not practical, some audio files are not working ...",0
43639,brilliant!,2
28423,"i was led to believe that i would be learning the fundamentals of graphic design, which to me means learning how to use photoshop, indesign, etc. this is more about learning how to create art in general, not exactly what i'm looking for.",0
49682,wonderful course. prof. harris is incredibly clear and careful. the course itself is well laid out and the lessons build on previous lesson.,2
105400,weekly quizzes would be great!,1
65548,"this course was amazing, i learn more about the retail process, how different brands manage own merchandise and line process, very recommend for learn retail management.",2
89686,gives you a different way of seeing in your day to day.,2
76236,great course. the professor is amazing!,2
10615,learnt more here than i did at my college!!,2
87603,"i like this course so much. not only this one, but the whole series. i learned a lot and i feel myself into python now. the lectures are great, so are the examples and tricks.",2
59531,its an awesome course where one can learn a lot. it is well structured and andrew ng does a fantastic job in teaching. i enjoyed the course very much and would recommend it to everyone interested in machine learning.,2
48678,it was a interesting course,1
104529,"it teach us how to run calculation in excel. it does not teach how to do calculations to decide a specific saa, how to pic stocks, how to make decisions in real life.",1
24155,"difficult to understand due to her very strong accent and poor audio, meaning i spend 90% of my effort trying to make out what she's saying. as it turns out, all she does is read from the slides! no additional insight, nothing. this makes it boring to hear and she comes across with no personality (although a quick rate-my-professors search tells us a very different story, a real shame since people seem to really like her). at any rate after one week of this course and not seeing any improvement, i've decided to call it quits.",0
13413,great course.,2
100731,interesting and perspective course,2
55038,excellent course and very well taught. really like the resources and prof. ng's explanations,2
61553,was boring. nothing interesting here.,0
67525,excellent! very good material and lectures and hands on. really enriching.,2
33740,this course was clearly not ready. the autograder for the final project was.. a complete fail. it was not a fun experience trying to change around my code to figure out what the autograder wanted.,0
32999,nothing about new tags and features. it shouldn't be named introduction to html 5. it's just introduction to html.,1
89372,"useful and helpful course that is taught very well through the online lecture videos. however, think it needs to improve its help and guidance for students. i tried to get hold of the lecture organiser when the objective of the assignment was not clear and there was no-one that i could directly contact to ask a question and i was told on the live chat that my only option was to post my query on the forum - which nobody replied to. i think support should be more readily available from lectures rather than relying on other peers all the time who are sometimes just as confused.",2
97932,this course certainly contributees heavily to the creator within you.,2
68497,"nicely structured and overall a great course. sometimes a little slow, for my preference.",2
39199,this course had too much content in one-run and some of the topic-assignments had too much confusing questions and answers which were hard to figure out made this course a bit a bad experience. the same goes for the end-assignment project where much functionality was required within a short time -- and the course was delayed so many of the students could not fit it into their schedule.,0
2201,"the video instruction are not as helpful as i wished. they were too brief, and all the learning end up with doing the exercises. the regular exercises and the quizzes use different database system, and it sometimes hard to transfer what you learn to the quizzes.the pre-quiz exercises are more helpful imo, but no answer key is provided. sometimes i am still confused even after passing the quiz.",1
81980,"really easy to understand, the teachers really know how to get to you.",2
33023,i loved it so much.collen is a good lecturer and all she said i understood.,2
90155,"the topic is interesting and the lectures itself were good. the explanations of the algorithms and concepts was clear and easy to understand. however, the amount of material covered is very little. i think there should either be more concepts thought or they should be covered in more depth.quizzes: the quizzes were very weak. they didn't really tell you weather you understood the concept or not. if one of the answers was wrong there was no information which one it was. so you have no idea which lecture you should watch again.assignments: the assignments were very bad prepared. in some assignments there were bugs in the provided code, we weren't supposed to edit. the assignments itself are rather easy and can be completed quite quickly, if there wasn't the grader. from the grading you got no information what was wrong or which tests passed or failed. most of the time it wasn't the case that the algorithm failed, instead the output was not as expected by the grader, although it was as described in the assignment. but you never knew. this part has to be improved a lot.overall i have to say that i expected much more from university of pennsylvania, especially after taking the first part of the specialization which was of good quality.",0
71351,clear and well organized lectures.,2
41081,the lectures tend to be a bit boring. however the hands on assignments give great insight into understanding the basic concepts of game design and narration.,0
100433,good course for beginners in research,2
103994,it seems the instructor jack wu didn't prepare the course material.,0
75841,an excellent intro to python (and programming),2
85201,"great course, great teacher. thank you",2
41709,"this specialisation started off good in the first 1-2 courses but has since taken many steps back. the content is dated and not well though through, and it feels like the whole thing could have been put into 2-3 courses",0
39474,less interactive,1
13649,it seems good and hopefully will be valuable in my context,1
87688,wey easy for the person with some python experience but the best part is that takes only hours to complete all assignments and quizes,1
4112,"smart, interesting and short lectures, inspiring, helpful, challenging, open-minded and tottally worth doing it!",2
44352,great course to start your experience at coursera.,2
55529,"excellent course!fundamental concepts are taught but in a way that is intuitive.i like the quizzes because each question forces me to dig deeper into my understanding.very innovative way to do the exercises, they are challenging but fun!",2
65325,it was a really good overview to step into the field.,2
11569,"this course is informative and introductory. it has a value in generating a general awareness about asd. it would be useful for parents and learners who are new to disability issues. the content can be used for introducing and familiarizing with clinical practice with asd. but this course has the limitation on following grounds1. the contents of the course are coloured with medical perspective and with pathological view point2. at some point this course appeared like an advertisement for the institute and its research work3. this course tried to cover too many things like theory, practice, research, experience and so on. but at the end it failed to do justice all4. finally the contents are infected with virus of medicine, market and military science. terms such as intervention, package, therapy so many terminology. the unfaithful use of ""social"" in few instance look like an altruism to social science by dominant discipline.i am sure that this course has market. evidence based research/ practice will corroborate it. best wishes",0
1838,"i an very disappointed that duke hits your up for $79 just to grade the fist quiz (which should cost them $0). this is the fist time i have seen an institution do this. i can understand charging for a certificate, or for a final project, but not right out of the gate. i hope that the spirit of coursera is not changing to a ""pay to play"" site. there are other higher rated universities that take a more noble approach. i wonder if all the reviewers paid $79 day 1 for this class, or did duke recently changed their pricing policy after the reviews...",0
10418,good cloud compyting and cdn lectures and material.lack of practical examples and use cases in big data track.,1
16889,ok content but too slowly presentedpainful experience to go through all the lessons,0
38663,too little detail but nice course as an idea.,1
46458,very useful!,2
87204,this course is good for those people who has never program in python. but for experience people there is nothing new in this course.i would really appreciate if1) the target audience is mentioned in a course it would be really helpful2) what a person would achieve after completion of a course .,1
81584,very well presented and excellent content.,2
93452,"it feels like this course was abandoned by the instructors. the programming assignments are practically impossible to be done unless you have previous programming experience. other than swirl, it would be very helpful if there were basic optional exercises for those who have never programmed before. i worked hard to be able to follow it, but if i knew how uninvolved the instructors were, i would have saved my money and spent it on a course with active involvement from those who developed it. disappointing.",0
13824,"the material isn't bad, and it does provide some interesting prompts to think and write about. but, the curriculum is not at all creative. it focuses on easily teachable and repeatable lessons that teach a certain, standard way of doing things. it tries to reduce creative writing down to a formula instead of acknowledging that many compelling and successful stories can have almost any imaginable form. if perhaps many types of structures had been emphasized or structures had been pointed out as optional, this would have been mitigated, but the time period is so short that there's no time. the result is a class that feels more like ""writing: how to make a formulaic, sellable book"" than anything with ""creative"" in the title.",0
17916,it could've given more instructions!,1
79666,"это не курс, а набор эзотерических, бездоказательных практик, которые способен придумать для себя даже школьник. учителя павла кочкина, о которых сам он с гордостью рассказывает - норбеков и лапин. псевдоученый с псевдостепенями и тантрист. это курсера?!this is not a course for coursera! it's a shame that this kind of non-scientific blabber found its way onto this platform. the techniques pavel kochkin is promoting are basic to say the least. his teachers are a known quack and a tantrist. and pavel himself is proudly telling his story of how he lied his way into a job for which he had no skills. he's giving false definitions to 'personality' and 'intrinsic/extrinsic motivation'. he's confident, he's got presentation and cute animation, but his message is just as quack as his teachers! i am shocked and disgusted. and on top of that there's a lot of self-advertisement and links to pavel's online courses.it's a shame mephe put its label on this course. it's tragic that coursera swallowed it as well.",0
4235,"final project almost impossible to do with material taught. also, each lecture comes with an additional spreadsheet that needs to be studied. material taught doesn't match material tested.",0
49428,"way to basics, just to much explication but nothing actually to implement or to do.",0
75290,"not the greatest python course in the world. teaching seems unprofessional and disorganized, technical issues are common, and the discussion forums do not offer much value, as you cannot discuss your code with your peers, and the forum staff are more than often unhelpful. the exercises are unoriginal and do not require much creative thinking - often it's enough to copy & paste code from the lectures and change a few variables around! you're better of looking for other python beginner courses on the coursera platform, as well as on other platforms. the only thing i liked about the course were the interviews with people behind python, but otherwise the course does not facilitate deeper learning and is not engaging.",0
59690,"this course is absolute garbage. you get no feedback on your quizzes or assignments and the professor is one of the most boring i've ever seen. it's absurdly frustrating to repeatedly fail without any feedback as to why you're failing.the lectures are clearly from a math perspective, as the prof simply draws what he's talking about on the slides. his hand writing is poor, and he does a lackluster job of explaining what exactly he's doing.finally, pure lecture with no notes is almost impossible to learn, as there's nothing to read and study.i'd rate this course a 1/10, take the course on itunes from caltech instead.",0
98284,very good course on marketing analytics. especially good for someone looking to enter the field of marketing analtytics or for marketing managers who are trying to be more data driven.,2
53304,perfect course !!! i have learned a lot useful knowledges about machine learning. i really recommend the analysis method introduced in this course which help to evaluate a machine learning system.thank prof andrew ng.,2
7216,the level of the exercises and quizzes don't reflect the content of the course.,1
24200,there is no staff´s to help you through the course.,2
65541,i am a beginner in fashion and i found this course very usefull,2
23616,amazing course which can change the way in which people eat,2
23104,very nice and usefull.,2
90983,"i was excited to learn a bit about using document-based databases and json parsing and transport. however, for me the approach in this course was very dry and i found the material, goals, and teaching style to be a confusing jumble. it seemed like each section/module did not feel like a cohesive package, with each one building upon the last.",0
103522,very useful content that can be used in our workplaces,2
38725,"all of the course material and talk is available on google documentation, didn't get to learn anything otherwise. zero experience talk, no real scenario's/examples. not worthy at all.",0
64039,excellent get hands on programming with matlab. it really provide real world insights when it comes to computations used in engineering and science.,2
4414,"the content of the course was good.however, i did not like the presentation of the material, moreover such a topic would need to be covered by a longer duration course.",0
31591,exceptional professors and content. thanks a million for this initiative!,2
84783,dr. charles severance is an awesome teacher. his teaching style and the way this course is designed makes it just awesome and easy to learn,2
72646,great class!,2
88388,perfect beginner course for the raspberry pi,2
23231,this has ruined my life.,0
88939,"very interesting class with very competence professional!was a honor learn introduction to philosophy offer by the university of edinburg, see u guys in next courses!edvim borges",2
92291,very nice coaching by chuck,2
29036,"what a wonderful class! for six weeks i've devoted more time to focusing on the more important things in life –– the things that actually matter, versus letting the trivial get me down like it used to. i feel absolutely prepared for a happier future! this class has left me with a greatly expanded tool set to further explore the value that being happy and fulfilled can add (and have added!) to my life.",2
12448,"quizes are inconsistent with given dataset. questions are bad: i.e. what is the difference between ""number of distinct countries mentioned"" and ""number of countries mentioned in tweets"".",0
16211,loved it .best mooc specialization i have attended.thanks a lot!!!,2
66986,while the course does a good job of explaining most things but if you struggle with a problem or a topic support is nearly non existent and offline resources for julia are limited. no one used the discussion forums either unfortunately.,1
89874,totally worth it,2
15166,very little information for the cost. i was done with the whole course in a few hours. the review in the next course covered most of the same things. it certainly wasn't worth the price.,0
19552,"poor delivery, very hard to listen. lector uses too many buzz words like ""em"", ""am"". this is not a live lecture so it could be worth practicing and recording a clean quality speech. for example, lectures from the week 2 are unbearable to listen.",1
